SHIP,CRUISE,STATION,CAST,CTD_CAST,LONGITUDE,LATITUDE,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,DEPTH,SALA,PHNBS,PHTOTAL,DOMM,DOML,NTRA,PHOS,SLCA,NTRI,AMON,CHLA,POC,PON,DOC,DIC,ALK
OR1,812,KK1,12,,115.67,18.2517,2006,10,21,8,17,50,,,,204,,0,0,2.7,0,,0.24,28.66,,,1938,2237
OR1,812,KK1,12,,115.67,18.2517,2006,10,21,8,17,60,,,,196,,1.3,0.11,4.6,0.25,,0.4,40.23,,,1973,2241
OR1,812,KK1,12,,115.67,18.2517,2006,10,21,8,17,70,,,,177,,4.2,0.27,7.5,0.4,,0.37,31,,,2008,2254
OR1,812,KK1,12,,115.67,18.2517,2006,10,21,8,17,80,,,,157,,7.5,0.49,9.7,0.38,,0.27,25.66,,,2041,2266
OR1,812,KK1,12,,115.67,18.2517,2006,10,21,8,17,90,,,,142,,10.8,0.65,18.5,0.15,,,20.19,,,2063,2271
OR1,812,KK1,15,KK1D15,115.6933,18.2783,2006,10,21,13,38,100,,,,139,,10.9,0.49,12,0.13,,0.18,17.41,,,2062,2268
OR1,812,KK1,15,,115.6933,18.2783,2006,10,21,13,38,125,,,,135,,13.3,0.76,15.5,0.04,,0.09,12.84,,,2087,2275
OR1,812,KK1,15,,115.6933,18.2783,2006,10,21,13,38,150,,,,131,,15.1,0.97,18.4,0,,0.04,11.32,,,2101,2283
OR1,812,KK1,15,,115.6933,18.2783,2006,10,21,13,38,200,,,,136,,17.3,1.14,24.8,0,,0,3.69,,,2121,2283
OR1,812,KK1,15,,115.6933,18.2783,2006,10,21,13,38,300,,,,124,,22.4,1.57,40.3,0,,,6.19,,,2163,2293
OR1,812,KK1,15,,115.6933,18.2783,2006,10,21,13,38,400,,,,103,,27.7,2,60.2,0,,,6,,,2206,2307
OR1,812,KK1,15,,115.6933,18.2783,2006,10,21,13,38,500,,,,95,,30.5,2.27,76.5,0,,,8.16,,,2231,2318
OR1,812,KK1,15,,115.6933,18.2783,2006,10,21,13,38,600,,,,91,,32.4,2.38,86.9,0,,,5.06,,,2253,2337
OR1,812,KK1,15,,115.6933,18.2783,2006,10,21,13,38,700,,,,96,,33.6,2.54,92.1,0,,,4.35,,,2267,2346
OR1,812,KK1,15,,115.6933,18.2783,2006,10,21,13,38,800,,,,91,,34.8,2.65,102.3,0,,,17.96,,,2286,2358
OR1,812,KK1,16,,115.685,18.2717,2006,10,21,16,3,900,,,,,,35.7,2.65,120,0,,,15.07,,,2300,2370
OR1,812,KK1,16,KK1D16,115.685,18.2717,2006,10,21,16,3,1000,,,,,,36.2,2.76,132.9,0,,,12.62,,,2312,2380
OR1,812,KK1,16,,115.685,18.2717,2006,10,21,16,3,1200,,,,,,37.3,2.87,142.9,0,,,6.79,,,2328,2396
OR1,812,KK1,16,,115.685,18.2717,2006,10,21,16,3,1500,,,,,,,,144.4,0,,,8.47,,,2345,2414
OR1,812,KK1,16,,115.685,18.2717,2006,10,21,16,3,1800,,,,,,,,,0,,,15.86,,,2345,2416
OR1,812,KK1,16,,115.685,18.2717,2006,10,21,16,3,2000,,,,,,37.4,2.87,145.7,0,,,9.07,,,2342,2420
OR1,812,KK1,16,,115.685,18.2717,2006,10,21,16,3,2500,,,,110,,38.1,2.87,144.6,0,,,12.51,,,2346,2416
OR1,812,KK1,16,,115.685,18.2717,2006,10,21,16,3,3000,,,,108,,38,2.87,147,0,,,13.96,,,2348,2418
OR1,812,KK1,16,,115.685,18.2717,2006,10,21,16,3,3500,,,,112,,37.7,2.87,147.4,0,,,9.37,,,2345,2416
OR1,821,KK1,7,KK1D7,115.6718,18.2513,2007,1,15,7,48,10,,,,,,,,,,,0.37,,,,,
OR1,821,KK1,7,,115.6718,18.2513,2007,1,15,7,48,30,,,,,,,,,,,0.32,,,,,
OR1,821,KK1,7,,115.6718,18.2513,2007,1,15,7,48,50,,,,,,,,,,,0.35,,,,,
OR1,821,KK1,7,,115.6718,18.2513,2007,1,15,7,48,70,,,,,,,,,,,0.4,,,,,
OR1,821,KK1,7,,115.6718,18.2513,2007,1,15,7,48,90,,,,,,,,,,,0.14,,,,,
OR1,821,KK1,7,,115.6718,18.2513,2007,1,15,7,48,100,,,,,,,,,,,0.07,,,,,
OR1,821,KK1,7,,115.6718,18.2513,2007,1,15,7,48,120,,,,,,,,,,,0.03,,,,,
OR1,821,KK1,7,,115.6718,18.2513,2007,1,15,7,48,140,,,,,,,,,,,0.01,,,,,
OR1,821,KK1,7,,115.6718,18.2513,2007,1,15,7,48,170,,,,,,,,,,,0.01,,,,,
OR1,821,KK1,7,,115.6718,18.2513,2007,1,15,7,48,200,,,,,,,,,,,0,,,,,
OR1,821,KK1,8,KK1D8,115.6708,18.2508,2007,1,15,15,49,5,34.137,,,212,,0.1,0,2.1,0.02,,,53.243,,,,
OR1,821,KK1,8,,115.6708,18.2508,2007,1,15,15,49,10,34.137,,,211,,0.1,0,2.1,0.02,,,92.132,,,,
OR1,821,KK1,8,,115.6708,18.2508,2007,1,15,15,49,20,34.139,,,211,,0.1,0,2.1,0.02,,,53.269,,,,
OR1,821,KK1,8,,115.6708,18.2508,2007,1,15,15,49,30,34.14,,,211,,0.1,0,2.1,0.02,,,51.251,,,,
OR1,821,KK1,8,,115.6708,18.2508,2007,1,15,15,49,40,34.143,,,210,,0.1,0,2.1,0.02,,,55.072,,,,
OR1,821,KK1,8,,115.6708,18.2508,2007,1,15,15,49,50,34.147,,,209,,0.2,0,2.3,0.04,,,36.964,,,,
OR1,821,KK1,8,,115.6708,18.2508,2007,1,15,15,49,60,34.161,,,208,,0.3,,2.4,0.04,,,28.176,,,,
OR1,821,KK1,8,,115.6708,18.2508,2007,1,15,15,49,70,34.251,,,190,,2.2,0.06,3.7,0.22,,,22.703,,,,
OR1,821,KK1,8,,115.6708,18.2508,2007,1,15,15,49,80,34.508,,,154,,7,0.17,7.6,0.04,,,19.887,,,,
OR1,821,KK1,8,,115.6708,18.2508,2007,1,15,15,49,90,34.552,,,149,,8.4,0.44,9,0.02,,,34.291,,,,
OR1,821,KK1,9,KK1D9,115.6703,18.251,2007,1,15,18,47,100,34.605,,,150,,9,0.55,9.7,0.02,,,9.481,,,,
OR1,821,KK1,9,,115.6703,18.251,2007,1,15,18,47,125,34.653,,,158,,9.2,0.61,10.6,0.02,,,13.558,,,,
OR1,821,KK1,9,,115.6703,18.251,2007,1,15,18,47,150,34.647,,,156,,11.2,0.72,13.9,0,,,12.928,,,,
OR1,821,KK1,9,,115.6703,18.251,2007,1,15,18,47,200,34.557,,,146,,15.8,1.1,22.9,0,,,10.082,,,,
OR1,821,KK1,9,,115.6703,18.251,2007,1,15,18,47,300,34.445,,,130,,22.4,1.6,40.4,0,,,35.638,,,,
OR1,821,KK1,9,,115.6703,18.251,2007,1,15,18,47,400,34.428,,,107,,27.7,1.98,59,0,,,15.689,,,,
OR1,821,KK1,9,,115.6703,18.251,2007,1,15,18,47,500,34.429,,,92,,31.6,2.31,75.7,0,,,26.618,,,,
OR1,821,KK1,9,,115.6703,18.251,2007,1,15,18,47,600,34.446,,,88,,33.6,2.42,89.5,0,,,24.792,,,,
OR1,821,KK1,9,,115.6703,18.251,2007,1,15,18,47,700,34.47,,,89,,35,2.59,103.5,0,,,25.076,,,,
OR1,821,KK1,9,,115.6703,18.251,2007,1,15,18,47,800,34.486,,,92,,35.4,2.64,109.4,0,,,89.385,,,,
OR1,821,KK1,11,KK1D11,115.6718,18.2523,2007,1,15,21,45,1000,,,,97,,36.6,2.75,116.8,0,,,14.774,,,2307.02,2383.34
OR1,821,KK1,11,,115.6718,18.2523,2007,1,15,21,45,1200,,,,100,,37.3,2.81,133.3,0,,,17.325,,,2319.32,2389.37
OR1,821,KK1,11,,115.6718,18.2523,2007,1,15,21,45,1500,,,,,,,,,0,,,48.645,,,,
OR1,821,KK1,11,,115.6718,18.2523,2007,1,15,21,45,1800,,,,108,,,2.75,145.1,0,,,36.44,,,2338.73,2406.67
OR1,821,KK1,11,,115.6718,18.2523,2007,1,15,21,45,2000,,,,111,,38.1,2.86,146.6,0,,,11.808,,,2343.6,2418.34
OR1,821,KK1,11,,115.6718,18.2523,2007,1,15,21,45,2500,,,,,,,,,0,,,21.328,,,,
OR1,821,KK1,11,,115.6718,18.2523,2007,1,15,21,45,3000,,,,,,38.5,2.86,147.4,0,,,27.481,,,2344.94,2416.33
OR1,821,KK1,11,,115.6718,18.2523,2007,1,15,21,45,3500,,,,,,38.3,2.86,147.6,0,,,25.87,,,2339.27,2416.53
OR1,821,KK1,11,,115.6718,18.2523,2007,1,15,21,45,3650,,,,112,,37.4,2.86,147.3,0,,,26.826,,,,
OR1,821,KK1,12,KK1D12,115.6712,18.25,2007,1,16,2,58,800,34.487,,,89,,35.8,2.7,113.1,0,,,18.052,,,2289.09,2363.83
OR1,821,KK1,12,,115.6712,18.25,2007,1,16,2,58,900,34.512,,,96,,36.3,2.75,118.2,0,,,18.498,,,2299.86,2370.67
OR1,821,KK1,12,,115.6712,18.25,2007,1,16,2,58,1000,34.53,,,98,,36.8,2.81,127,0,,,23.437,,,2307.4,2381.93
OR1,821,KK1,12,,115.6712,18.25,2007,1,16,2,58,1200,34.554,,,99,,37.6,2.75,131.1,0,,,17.284,,,2312.53,2383.34
OR1,821,KK1,12,,115.6712,18.25,2007,1,16,2,58,1500,34.585,,,105,,37.8,2.81,143.6,0,,,30.837,,,2327.19,2398.02
OR1,821,KK1,12,,115.6712,18.25,2007,1,16,2,58,1800,34.593,,,107,,38,2.86,146,0,,,41.965,,,2332.85,2403.56
OR1,821,KK1,12,,115.6712,18.25,2007,1,16,2,58,2000,34.608,,,104,,38.3,2.86,146.7,0,,,34.953,,,2343.04,2422.26
OR1,821,KK1,12,,115.6712,18.25,2007,1,16,2,58,2500,34.608,,,109,,38,2.86,147.4,0,,,45.271,,,2336.47,2414.72
OR1,821,KK1,12,,115.6712,18.25,2007,1,16,2,58,3000,34.618,,,109,,38.4,2.92,147.9,0,,,40.476,,,2340.57,2418.34
OR1,821,KK1,12,,115.6712,18.25,2007,1,16,2,58,3500,34.62,,,112,,38.6,2.86,148,0,,,63.504,,,2340.87,2420.75
OR1,821,KK1,13,KK1D13,115.6705,18.2505,2007,1,16,7,21,5,,,,211,,0,0,2.1,0,,,55.152,,,1938.69,2244.6
OR1,821,KK1,13,,115.6705,18.2505,2007,1,16,7,21,10,,,,211,,0,0,2.1,0,,,49.167,,,1939.79,2246.11
OR1,821,KK1,13,,115.6705,18.2505,2007,1,16,7,21,20,,,,211,,0,0,2.1,0,,,55.54,,,1939.21,2243.71
OR1,821,KK1,13,,115.6705,18.2505,2007,1,16,7,21,30,,,,211,,0,0,2.3,0,,,51.388,,,1939.17,2244.2
OR1,821,KK1,13,,115.6705,18.2505,2007,1,16,7,21,40,,,,211,,0,0,2.1,0,,,51.582,,,1939.44,2243.18
OR1,821,KK1,13,,115.6705,18.2505,2007,1,16,7,21,50,,,,215,,0.1,0,2.3,0.07,,,42.868,,,1941.54,2247.72
OR1,821,KK1,13,,115.6705,18.2505,2007,1,16,7,21,60,,,,210,,0.1,0,2.3,0.07,,,53.49,,,1942.97,2251.09
OR1,821,KK1,13,,115.6705,18.2505,2007,1,16,7,21,70,,,,210,,0.1,0,2.3,0.07,,,72.109,,,1943.65,2240.68
OR1,821,KK1,13,,115.6705,18.2505,2007,1,16,7,21,80,,,,209,,0.3,0,2.4,0.13,,,47.191,,,1945.48,2248.18
OR1,821,KK1,13,,115.6705,18.2505,2007,1,16,7,21,90,,,,203,,0.8,0.06,2.7,0.2,,,42.228,,,1949.39,2249.38
OR1,821,KK1,17,KK1D17,115.6717,18.2528,2007,1,16,12,38,100,,,,151,,8.2,0.55,7.3,0.02,,,18.782,,,2038.39,2282.64
OR1,821,KK1,17,,115.6717,18.2528,2007,1,16,12,38,125,,,,160,,8.6,0.61,9.6,0.02,,,21.394,,,2037.93,2278.56
OR1,821,KK1,17,,115.6717,18.2528,2007,1,16,12,38,150,,,,161,,10.3,0.72,12.9,0,,,24.951,,,2069.8,2286.21
OR1,821,KK1,17,,115.6717,18.2528,2007,1,16,12,38,200,,,,148,,16.2,1.16,24.8,0,,,18.874,,,2115.27,2284
OR1,821,KK1,17,,115.6717,18.2528,2007,1,16,12,38,300,,,,121,,24.4,1.76,40.8,0,,,32.303,,,2179.26,2297.88
OR1,821,KK1,17,,115.6717,18.2528,2007,1,16,12,38,400,,,,98,,29.2,2.15,65.7,0,,,29.452,,,2219.33,2308.98
OR1,821,KK1,17,,115.6717,18.2528,2007,1,16,12,38,500,,,,90,,31.9,2.37,81,0,,,31.424,,,2244.2,2324.47
OR1,821,KK1,17,,115.6717,18.2528,2007,1,16,12,38,600,,,,85,,34,2.53,96.3,0,,,31.018,,,2267.49,2341.27
OR1,821,KK1,17,,115.6717,18.2528,2007,1,16,12,38,700,,,,87,,35,2.64,,0,,,56.941,,,2281.45,2361.39
OR1,821,KK1,17,,115.6717,18.2528,2007,1,16,12,38,800,,,,93,,35.5,2.64,112.9,0,,,65.99,,,2293.11,2361.19
OR3,794,KK1,1,KK1D1,115.5859,18.2507,2002,7,2,7,25,700,34.461,,,94,,34,2.48,94,0,,,,,,2270,2351.6
OR3,794,KK1,1,,115.5859,18.2507,2002,7,2,7,25,2200,34.621,,,112,,38.5,2.82,148,0,,,,,,2343.5,2424
OR3,794,KK1,1,,115.5859,18.2507,2002,7,2,7,25,2400,34.625,,,114,,38.2,2.82,148,0,,,,,,2344.7,2427.3
OR3,794,KK1,1,,115.5859,18.2507,2002,7,2,7,25,2600,34.625,,,,,38.5,2.83,146,0,,,,,,2346,2422.2
OR3,794,KK1,1,,115.5859,18.2507,2002,7,2,7,25,2800,34.622,,,113,,38.3,2.83,145,0,,,,,,,
OR3,794,KK1,2,KK1D2,115.5877,18.2521,2002,7,2,11,28,10,34.075,,,,,0,0.05,2,0,,,,,,,
OR3,794,KK1,2,,115.5877,18.2521,2002,7,2,11,28,80,34.24,,,215,,0,0.1,,0,,,,,,,
OR3,794,KK1,2,,115.5877,18.2521,2002,7,2,11,28,200,34.587,,,142,,14.2,1.03,23,0,,,,,,2105.6,2281.2
OR3,794,KK1,2,,115.5877,18.2521,2002,7,2,11,28,400,34.425,,,115,,24.4,1.82,53,0,,,,,,2199.2,2311.5
OR3,794,KK1,2,,115.5877,18.2521,2002,7,2,11,28,800,34.485,,,91,,35.4,2.58,107,0,,,,,,2286.8,2369.8
OR3,794,KK1,2,,115.5877,18.2521,2002,7,2,11,28,1400,34.598,,,100,,38.2,2.81,143,0,,,,,,,
OR3,794,KK1,3,KK1D3,115.5861,18.2501,2002,7,2,14,54,20,34.169,,,,,0,,2,0.07,,,,,,,
OR3,794,KK1,3,,115.5861,18.2501,2002,7,2,14,54,100,34.487,,,155,,8.8,0.71,10,0.07,,,,,,2040,2273
OR3,794,KK1,3,,115.5861,18.2501,2002,7,2,14,54,250,34.527,,,141,,18.4,1.23,30,0,,,,,,,
OR3,794,KK1,3,,115.5861,18.2501,2002,7,2,14,54,500,34.424,,,103,,30.5,2.19,67,0,,,,,,2226,2322.6
OR3,794,KK1,3,,115.5861,18.2501,2002,7,2,14,54,900,34.523,,,87,,,2.69,116,0,,,,,,2310.6,2376.2
OR3,794,KK1,3,,115.5861,18.2501,2002,7,2,14,54,1600,34.61,,,,,38.5,2.81,143,0,,,,,,2349,2423.9
OR3,794,KK1,4,KK1D4,115.589,18.2516,2002,7,2,17,51,40,33.697,,,222,,0,0.05,2,0,,,,,,,
OR3,794,KK1,4,,115.589,18.2516,2002,7,2,17,51,125,34.547,,,142,,11.3,0.79,11,0.02,,,,,,2062.2,2276.4
OR3,794,KK1,4,,115.589,18.2516,2002,7,2,17,51,300,34.482,,,131,,21.6,1.53,37,0,,,,,,,2298.1
OR3,794,KK1,4,,115.589,18.2516,2002,7,2,17,51,600,34.437,,,96,,32,,77,0,,,,,,2242.4,2334.5
OR3,794,KK1,4,,115.589,18.2516,2002,7,2,17,51,1000,34.536,,,89,,37,2.74,122,0,,,,,,2317.2,2388.2
OR3,794,KK1,4,,115.589,18.2516,2002,7,2,17,51,1800,34.612,,,103,,38.4,2.81,,0,,,,,,,
OR3,794,KK1,5,KK1D5,115.5812,18.2485,2002,7,2,21,6,2,33.681,,,,,0,,2,,,,,,,1893.7,2220.7
OR3,794,KK1,5,,115.5812,18.2485,2002,7,2,21,6,60,34.275,,,211,,0,0.07,2,,,,,,,,
OR3,794,KK1,5,,115.5812,18.2485,2002,7,2,21,6,150,34.601,,,137,,14.1,0.93,18,0,,,,,,2075,2285
OR3,794,KK1,5,,115.5812,18.2485,2002,7,2,21,6,350,34.451,,,120,,23.5,1.73,45,0,,,,,,,
OR3,794,KK1,5,,115.5812,18.2485,2002,7,2,21,6,1200,34.566,,,95,,37.6,2.77,135,0,,,,,,,
OR3,794,KK1,5,,115.5812,18.2485,2002,7,2,21,6,2000,34.618,,,106,,,2.81,149,0,,,,,,,
OR3,794,KK1,7,KK1D7,115.5521,18.2912,2002,7,3,0,18,10,,,,197,,0,0.05,2,0,,0.06,,,,1898,2220.7
OR3,794,KK1,7,,115.5521,18.2912,2002,7,3,0,18,20,,,,197,,0,,2,,,0.06,,,,1903,2220
OR3,794,KK1,7,,115.5521,18.2912,2002,7,3,0,18,40,,,,216,,0,,2,,,0.09,,,,1907,2219
OR3,794,KK1,7,,115.5521,18.2912,2002,7,3,0,18,60,,,,226,,0,,2,,,0.16,,,,,
OR3,794,KK1,7,,115.5521,18.2912,2002,7,3,0,18,80,,,,177,,3.4,0.37,2,0.21,,0.33,,,,1970.5,2270.4
OR3,794,KK1,7,,115.5521,18.2912,2002,7,3,0,18,100,,,,157,,7.6,0.66,10,0.05,,0.3,,,,2036.1,2275
OR1,944,SEATS,1,SEATSD1,116.0002,17.999,2010,10,13,21,38,400,34.43811553,,,110,,28.5,1.88,59.8,0.01,,,,,,,
OR1,944,SEATS,1,,116.0002,17.999,2010,10,13,21,38,500,34.42633776,,,96,,30.5,2.18,73.6,0.02,,,,,,,
OR1,944,SEATS,1,,116.0002,17.999,2010,10,13,21,38,800,34.47895008,,,91,,35.4,2.53,105,0.01,,,,,,,
OR1,944,SEATS,1,,116.0002,17.999,2010,10,13,21,38,1000,34.52286887,,,93,,36.9,2.59,122,0.01,,,,,,,
OR1,944,SEATS,1,,116.0002,17.999,2010,10,13,21,38,1200,34.66489649,,,98,,37.9,2.69,136,0.04,,,,,,,
OR1,944,SEATS,1,,116.0002,17.999,2010,10,13,21,38,1400,34.59141559,,,102,,38.4,2.68,142,0.02,,,,,,,
OR1,944,SEATS,1,,116.0002,17.999,2010,10,13,21,38,1600,34.60961978,,,107,,38.5,2.73,147,0.02,,,,,,,
OR1,944,SEATS,1,,116.0002,17.999,2010,10,13,21,38,1800,34.61263213,,,111,,38.7,2.72,147,0.02,,,,,,,
OR1,944,SEATS,1,,116.0002,17.999,2010,10,13,21,38,2000,34.61931184,,,113,,38.7,2.71,148,0.01,,,,,,,
OR1,944,SEATS,1,,116.0002,17.999,2010,10,13,21,38,2500,34.62304471,,,116,,38.4,2.66,148,0.01,,,,,,,
OR1,944,SEATS,1,,116.0002,17.999,2010,10,13,21,38,3000,34.62225883,,,118,,38.8,2.69,147,0.02,,,,,,,
OR1,944,SEATS,2,SEATAD2,116,18,2010,10,14,0,51,2,33.21527984,,,214,,0,0.02,3.78,0,,0.06,,,,,
OR1,944,SEATS,2,,116,18,2010,10,14,0,51,5,33.22946436,,,215,,0,0.01,3.78,0,,0.1,,,,,
OR1,944,SEATS,2,,116,18,2010,10,14,0,51,10,33.54521468,,,209,,0,0,3.64,0,,0.11,,,,,
OR1,944,SEATS,2,,116,18,2010,10,14,0,51,20,33.6596738,,,215,,0,0.01,4.07,0,,0.17,,,,,
OR1,944,SEATS,2,,116,18,2010,10,14,0,51,30,33.78678417,,,219,,0,0.03,3.01,0,,0.16,,,,,
OR1,944,SEATS,2,,116,18,2010,10,14,0,51,50,34.19104697,,,201,,1.1,0.13,6.06,0.04,,0.28,,,,,
OR1,944,SEATS,2,,116,18,2010,10,14,0,51,80,34.48765459,,,139,,10.9,0.74,16.8,0.03,,0.11,,,,,
OR1,944,SEATS,2,,116,18,2010,10,14,0,51,100,34.52306525,,,129,,13.1,0.88,15.4,0.02,,0.04,,,,,
OR1,944,SEATS,2,,116,18,2010,10,14,0,51,150,34.57085586,,,134,,15.9,0.97,20.1,0.01,,0,,,,,
OR1,944,SEATS,2,,116,18,2010,10,14,0,51,200,34.53190245,,,136,,17.3,1.25,27.9,0.01,,0,,,,,
OR1,944,SEATS,2,,116,18,2010,10,14,0,51,300,34.47338723,,,127,,21,1.5,43.7,0,,,,,,,
OR1,944,SEATS,4,SEATSD4,115.9985,17.998,2010,10,14,3,36,2,33.29617019,,,208,,0,0.02,2.7,0,,,,,,,
OR1,944,SEATS,4,,115.9985,17.998,2010,10,14,3,36,5,33.22354318,,,208,,0,0.01,2.7,0,,,,,,,
OR1,944,SEATS,4,,115.9985,17.998,2010,10,14,3,36,10,33.2155401,,,206,,0,0,3.64,0,,,,,,,
OR1,944,SEATS,4,,115.9985,17.998,2010,10,14,3,36,20,33.28979157,,,205,,1.2,0.01,4.64,0,,,,,,,
OR1,944,SEATS,4,,115.9985,17.998,2010,10,14,3,36,50,34.277404,,,184,,2.7,0.27,6.48,,,,,,,,
OR1,944,SEATS,4,,115.9985,17.998,2010,10,14,3,36,80,34.54604271,,,138,,11.5,0.8,17.6,0.02,,,,,,,
OR1,944,SEATS,4,,115.9985,17.998,2010,10,14,3,36,100,34.53524104,,,122,,15,0.97,21.7,0.01,,,,,,,
OR1,944,SEATS,4,,115.9985,17.998,2010,10,14,3,36,125,34.53334262,,,113,,16.5,1.17,22,0.01,,,,,,,
OR1,944,SEATS,4,,115.9985,17.998,2010,10,14,3,36,150,34.57851642,,,140,,15.2,1.09,27.2,0.01,,,,,,,
OR1,944,SEATS,4,,115.9985,17.998,2010,10,14,3,36,200,34.52882575,,,136,,18.7,1.27,35.2,0.01,,,,,,,
OR1,944,SEATS,6,SEATSD6,115.9998,18.0007,2010,10,14,6,2,2,33.23727275,,,203,,0,0,2.8,0.01,,0.07,,,,,
OR1,944,SEATS,6,,115.9998,18.0007,2010,10,14,6,2,10,33.21703659,,,206,,0,0.02,2.7,0,,0.09,,,,,
OR1,944,SEATS,6,,115.9998,18.0007,2010,10,14,6,2,20,33.24241343,,,206,,0,0.02,3.5,0,,0.02,,,,,
OR1,944,SEATS,6,,115.9998,18.0007,2010,10,14,6,2,50,34.18843261,,,201,,1.2,0.11,4.25,0.01,,0.3,,,,,
OR1,944,SEATS,6,,115.9998,18.0007,2010,10,14,6,2,80,34.47947365,,,144,,9.6,0.69,11.8,0.19,,0.15,,,,,
OR1,944,SEATS,6,,115.9998,18.0007,2010,10,14,6,2,100,34.53812143,,,129,,12.5,0.89,15.5,0.03,,0.05,,,,,
OR1,944,SEATS,6,,115.9998,18.0007,2010,10,14,6,2,125,34.53733587,,,113,,15.9,1.15,21,0.01,,0.01,,,,,
OR1,944,SEATS,6,,115.9998,18.0007,2010,10,14,6,2,150,34.59645761,,,133,,17.1,1.16,26.6,0.01,,0,,,,,
OR1,944,SEATS,6,,115.9998,18.0007,2010,10,14,6,2,200,34.52601094,,,135,,17.5,1.26,35.6,0.01,,0,,,,,
OR1,944,SEATS,9,SEATSD9,116.0002,17.9997,2010,10,14,8,57,2,33.25920284,,,209,,0,0.02,2.7,0,,0.12,,,,,
OR1,944,SEATS,9,,116.0002,17.9997,2010,10,14,8,57,5,33.30554321,,,205,,0,0.02,2.7,0,,0.15,,,,,
OR1,944,SEATS,9,,116.0002,17.9997,2010,10,14,8,57,10,33.32308617,,,206,,0,0.01,2.7,0,,0.11,,,,,
OR1,944,SEATS,9,,116.0002,17.9997,2010,10,14,8,57,20,33.23642683,,,207,,0,0.01,3.64,0.02,,0.14,,,,,
OR1,944,SEATS,9,,116.0002,17.9997,2010,10,14,8,57,50,34.27452705,,,190,,1.9,0.19,5.4,0.04,,0.52,,,,,
OR1,944,SEATS,9,,116.0002,17.9997,2010,10,14,8,57,80,34.52620732,,,137,,11.7,0.74,13.4,0.01,,0.11,,,,,
OR1,944,SEATS,9,,116.0002,17.9997,2010,10,14,8,57,100,34.56457047,,,125,,14,0.96,,0.01,,0.03,,,,,
OR1,944,SEATS,9,,116.0002,17.9997,2010,10,14,8,57,125,34.6609664,,,112,,15.2,1.06,20.8,0.01,,0,,,,,
OR1,944,SEATS,9,,116.0002,17.9997,2010,10,14,8,57,150,34.59933881,,,133,,14.6,1.06,21.2,0,,0,,,,,
OR1,944,SEATS,9,,116.0002,17.9997,2010,10,14,8,57,200,34.54957792,,,138,,17.9,1.13,26.8,0.01,,0,,,,,
OR1,944,SEATS,12,SEATSD12,115.9998,18.0003,2010,10,14,11,57,2,33.21423881,,,209,,0,0.03,2.8,0,,0.08,,,,,
OR1,944,SEATS,12,,115.9998,18.0003,2010,10,14,11,57,5,33.21384843,,,206,,0,0.02,3.5,0,,0.04,,,,,
OR1,944,SEATS,12,,115.9998,18.0003,2010,10,14,11,57,10,33.2166462,,,209,,0,0.02,3.5,0.01,,0.09,,,,,
OR1,944,SEATS,12,,115.9998,18.0003,2010,10,14,11,57,20,33.2177523,,,211,,0,0.02,2.59,0,,0.12,,,,,
OR1,944,SEATS,12,,115.9998,18.0003,2010,10,14,11,57,50,34.2356267,,,196,,0,0.17,4.98,0.1,,0.5,,,,,
OR1,944,SEATS,12,,115.9998,18.0003,2010,10,14,11,57,80,34.43994769,,,154,,7.3,0.63,10.1,0.05,,0.28,,,,,
OR1,944,SEATS,12,,115.9998,18.0003,2010,10,14,11,57,100,34.5299386,,,134,,11.9,0.85,19.4,0.02,,0,,,,,
OR1,944,SEATS,12,,115.9998,18.0003,2010,10,14,11,57,125,34.5584162,,,128,,13.8,0.95,18,0.01,,0.01,,,,,
OR1,944,SEATS,12,,115.9998,18.0003,2010,10,14,11,57,150,34.56836787,,,134,,14.3,1.07,26.2,0.01,,0,,,,,
OR1,944,SEATS,12,,115.9998,18.0003,2010,10,14,11,57,200,34.53988897,,,134,,16.5,1.2,26,0.01,,0,,,,,
OR1,944,SEATS,16,SEATSD16,116.0002,18.0003,2010,10,14,18,31,2,33.2271219,,,203,,0,0.02,2.59,0,,0.04,,,,,
OR1,944,SEATS,16,,116.0002,18.0003,2010,10,14,18,31,5,33.23115615,,,206,,0,0.02,2.7,0,,0.08,,,,,
OR1,944,SEATS,16,,116.0002,18.0003,2010,10,14,18,31,10,33.23512541,,,207,,0,0.02,2.7,0,,0.08,,,,,
OR1,944,SEATS,16,,116.0002,18.0003,2010,10,14,18,31,20,33.26453928,,,206,,0,0.02,3.78,0,,0.09,,,,,
OR1,944,SEATS,16,,116.0002,18.0003,2010,10,14,18,31,50,34.32344025,,,180,,2.9,0.31,4,0.21,,0.51,,,,,
OR1,944,SEATS,16,,116.0002,18.0003,2010,10,14,18,31,80,34.5009411,,,137,,11.1,0.8,17.7,0.02,,0.04,,,,,
OR1,944,SEATS,16,,116.0002,18.0003,2010,10,14,18,31,100,34.55808885,,,128,,13.3,0.97,21.5,0.01,,0.03,,,,,
OR1,944,SEATS,16,,116.0002,18.0003,2010,10,14,18,31,125,34.53439002,,,113,,16.3,1.14,20.4,0.01,,0.01,,,,,
OR1,944,SEATS,16,,116.0002,18.0003,2010,10,14,18,31,150,34.55533913,,,130,,16.9,1.13,22,0,,0,,,,,
OR1,944,SEATS,16,,116.0002,18.0003,2010,10,14,18,31,200,34.52182152,,,137,,17.3,1.26,35,0,,0,,,,,
